1	1
2	4
3	4
4	0
5	0
6	4
7	4
8	2
9	1
10	0
11	4
12	0
13	0
14	4
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	4
26	1
27	0
28	0
29	4
30	0
31	2
32	2
33	0
34	0
35	4
36	4
37	4
38	3
39	0
40	4
41	4
42	0
43	4
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	4
57	4
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	4
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	4
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	3
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	2
109	2
110	3
111	0
112	0
113	1
114	0
115	0
116	0
117	3
118	0
119	2
120	0
121	0
122	3
123	0
124	0
125	2
126	0
127	0
128	0
129	0
130	3
131	0
132	0
133	0
134	0
135	2
136	1
137	1
138	1
139	1
140	3
141	1
142	1
143	1
144	1
145	1
146	1
147	3
148	1
149	1
150	1
151	1
152	1
153	1
154	1
155	4
156	0
157	1
158	1
159	3
160	1
161	1
162	2
163	3
164	1
165	1
166	1
167	1
168	1
169	1
170	1
171	1
172	1
173	1
174	0
175	0
176	1
177	1
178	1
179	1
180	3
181	1
182	1
183	1
184	1
185	1
186	1
187	1
188	1
189	1
190	1
191	1
192	1
193	1
194	1
195	1
196	1
197	1
198	1
199	1
200	3
201	1
202	1
203	1
204	1
205	0
206	1
207	1
208	4
209	1
210	1
211	3
212	1
213	3
214	3
215	3
216	3
217	1
218	1
219	1
220	1
221	1
222	1
223	1
224	1
225	1
226	1
227	4
228	1
229	1
230	1
231	1
232	1
233	1
234	1
235	2
236	3
237	2
238	2
239	2
240	2
241	2
242	2
243	2
244	2
245	2
246	2
247	2
248	2
249	2
250	3
251	0
252	2
253	2
254	4
255	4
256	2
257	2
258	2
259	2
260	2
261	2
262	2
263	4
264	2
265	2
266	2
267	2
268	3
269	3
270	3
271	2
272	2
273	3
274	3
275	2
276	0
277	2
278	2
279	0
280	2
281	2
282	2
283	2
284	2
285	2
286	2
287	2
288	2
289	3
290	2
291	2
292	2
293	0
294	2
295	2
296	2
297	2
298	2
299	2
300	2
301	2
302	2
303	2
304	2
305	2
306	2
307	3
308	2
309	2
310	2
311	2
312	2
313	2
314	2
315	2
316	2
317	2
318	2
319	2
320	2
321	2
322	2
323	2
324	0
325	2
326	2
327	2
328	2
329	0
330	3
331	2
332	2
333	2
334	2
335	3
336	3
337	3
338	2
339	2
340	2
341	2
342	2
343	2
344	3
345	2
346	2
347	2
348	1
349	1
350	2
351	2
352	2
353	2
354	2
355	2
356	2
357	3
358	3
359	3
360	3
361	2
362	2
363	3
364	3
365	3
366	3
367	3
368	3
369	3
370	3
371	3
372	2
373	3
374	3
375	3
376	3
377	3
378	3
379	3
380	3
381	2
382	3
383	2
384	2
385	3
386	3
387	3
388	2
389	2
390	3
391	3
392	3
393	2
394	2
395	3
396	3
397	3
398	2
399	1
400	1
401	2
402	3
403	3
404	3
405	3
406	3
407	3
408	3
409	3
410	3
411	3
412	3
413	3
414	4
415	4
416	3
417	3
418	3
419	3
420	3
421	3
422	3
423	3
424	3
425	3
426	3
427	3
428	4
429	3
430	3
431	3
432	3
433	2
434	3
435	3
436	3
437	3
438	3
439	3
440	3
441	3
442	3
443	3
444	3
445	3
446	3
447	3
448	3
449	3
450	3
451	3
452	3
453	3
454	3
455	3
456	3
457	3
458	3
459	3
460	3
461	3
462	3
463	3
464	3
465	3
466	3
467	3
468	3
469	3
470	3
471	3
472	3
473	3
474	3
475	3
476	3
477	3
478	3
479	3
480	3
481	3
482	3
483	3
484	3
485	3
486	3
487	3
488	3
489	3
490	3
491	3
492	3
493	3
494	3
495	3
496	3
497	3
498	3
499	3
500	3
501	3
502	3
503	3
504	0
505	3
506	3
507	3
508	3
509	3
510	3
511	3
512	3
513	3
514	3
515	3
516	3
517	3
518	3
519	3
520	3
521	3
522	3
523	3
524	3
525	3
526	3
527	3
528	3
529	3
530	3
531	3
532	3
533	3
534	3
535	3
536	3
537	3
538	4
539	3
540	3
541	3
542	3
543	3
544	3
545	3
546	3
547	3
548	3
549	3
550	3
551	3
552	3
553	3
554	3
555	3
556	3
557	3
558	3
559	3
560	3
561	3
562	3
563	3
564	3
565	3
566	3
567	3
568	3
569	3
570	0
571	3
572	4
573	3
574	3
575	3
576	4
577	3
578	3
579	3
580	4
581	4
582	3
583	4
584	4
585	4
586	3
587	3
588	4
589	3
590	3
591	3
592	3
593	1
594	3
595	3
596	3
597	3
598	3
599	3
600	3
601	0
602	4
603	1
604	3
605	2
606	3
607	3
608	3
609	3
610	4
611	3
612	3
613	3
614	3
615	3
616	1
617	1
618	2
619	4
620	4
621	4
622	4
623	4
624	4
625	4
626	4
627	4
628	4
629	0
630	4
631	4
632	4
633	4
634	4
635	4
636	4
637	4
638	4
639	4
640	4
641	4
642	4
643	4
644	4
645	0
646	4
647	4
648	4
649	0
650	4
651	4
652	4
653	4
654	4
655	4
656	4
657	4
658	4
659	4
660	4
661	4
662	4
663	4
664	4
665	4
666	4
667	4
668	4
669	4
670	4
671	4
672	4
673	4
674	4
675	4
676	4
677	4
678	4
679	4
680	4
681	4
682	4
683	4
684	1
685	4
686	3
687	4
688	3
689	3
690	4
691	0
692	4
693	3
694	3
695	4
696	3
697	3
698	3
699	3
700	0
701	3
702	4
703	4
704	4
705	4
706	4
707	4
708	3
709	4
710	4
711	4
712	4
713	4
714	4
715	4
716	4
717	4
718	4
719	4
720	4
721	4
722	4
723	4
724	4
725	4
726	4
727	4
728	4
729	4
730	4
731	4
732	4
733	4
734	4
735	4
736	4
737	4
738	4
739	4
740	4
741	4
742	4
743	4
744	4
745	2
746	4
747	4
748	4
749	4
750	4
751	4
752	4
753	4
754	4
755	4
756	4
757	4
758	4
759	4
760	4
761	4
762	4
763	4
764	4
765	4
766	4
767	4
768	4
769	4
770	4
771	4
772	4
773	4
774	4
775	4
776	4
777	4
778	4
779	4
780	4
781	4
782	4
783	4
784	4
785	4
786	4
787	4
788	4
789	2
790	4
791	4
792	4
793	4
794	4
795	4
796	4
797	4
798	4
799	4
800	4
801	4
802	4
803	4
804	4
805	4
806	3
807	4
808	4
809	4
810	4
811	4
812	4
813	4
814	4
815	4
816	4
817	4
818	4
819	4
820	5
821	5
822	5
823	5
824	5
825	5
826	5
827	5
828	5
829	4
830	5
831	5
832	5
833	5
834	5
835	5
836	5
837	5
838	5
839	5
840	1
841	5
842	2
843	5
844	5
845	2
846	5
847	0
848	0
849	5
850	0
851	4
852	3
853	4
854	2
855	4
856	4
857	5
858	5
859	2
860	5
861	5
862	5
863	3
864	5
865	5
866	5
867	5
868	5
869	4
870	5
871	4
872	5
873	5
874	5
875	3
876	5
877	5
878	5
879	5
880	5
881	5
882	5
883	5
884	5
885	5
886	5
887	5
888	5
889	5
890	5
891	5
892	5
893	5
894	5
895	5
896	4
897	5
898	4
899	5
900	5
901	5
902	5
903	5
904	5
905	5
